typnam,catnamparent
CAST_DotNet_PutOperation,CAST_WebService_PutOperation
CAST_DotNet_SOAP_Proxy,CAST_WebServiceLinker_Resource
CAST_DotNet_SOAP_Proxy,CAST_WebServiceLinker_PostResource
CAST_DotNet_SOAP_Server,CAST_WebServiceLinker_Operation
CAST_DotNet_SOAP_Server,CAST_WebServiceLinker_PostOperation
CAST_EAD4J_Operation,CAST_WebService_Operation
CAST_EAD4J_Operation,CAST_WebService_AnyOperation
CAST_HTML5_BeanMethodReference,CAST_EL_Expression
CAST_HTML5_BeanMethodReference,CAST_EL_Expression
CAST_HTML5_DeleteHttpRequestService,CAST_ResourceService
CAST_HTML5_DeleteHttpRequestService,CAST_DeleteResourceService
CAST_HTML5_DeleteXMLHttpRequestService,CAST_ResourceService
CAST_HTML5_DeleteXMLHttpRequestService,CAST_DeleteResourceService
CAST_HTML5_GetEventSourceService,CAST_ResourceService
CAST_HTML5_GetEventSourceService,CAST_GetResourceService
CAST_HTML5_GetHttpRequestService,CAST_ResourceService
CAST_HTML5_GetHttpRequestService,CAST_GetResourceService
CAST_HTML5_GetXMLHttpRequestService,CAST_ResourceService
CAST_HTML5_GetXMLHttpRequestService,CAST_GetResourceService
CAST_HTML5_PostHttpRequestService,CAST_ResourceService
CAST_HTML5_PostHttpRequestService,CAST_PostResourceService
CAST_HTML5_PostXMLHttpRequestService,CAST_ResourceService
CAST_HTML5_PostXMLHttpRequestService,CAST_PostResourceService
CAST_HTML5_PutHttpRequestService,CAST_ResourceService
CAST_HTML5_PutHttpRequestService,CAST_PutResourceService
CAST_HTML5_Razor_DeleteService,CAST_ResourceService
CAST_HTML5_Razor_DeleteService,CAST_DeleteResourceService
CAST_HTML5_Razor_GetService,CAST_ResourceService
CAST_HTML5_Razor_GetService,CAST_GetResourceService
CAST_HTML5_Razor_PostService,CAST_ResourceService
CAST_HTML5_Razor_PostService,CAST_PostResourceService
CAST_HTML5_UpdateXMLHttpRequestService,CAST_ResourceService
CAST_HTML5_UpdateXMLHttpRequestService,CAST_PutResourceService
CAST_HTML5_WebSocketService,CAST_ResourceService
CAST_HTML5_WebSocketService,CAST_PostResourceService
CAST_HYBRIS_DeleteHttpRequestService,CAST_ResourceService
CAST_HYBRIS_DeleteHttpRequestService,CAST_DeleteResourceService
CAST_HYBRIS_GetHttpRequestService,CAST_ResourceService
CAST_HYBRIS_GetHttpRequestService,CAST_GetResourceService
CAST_HYBRIS_PostHttpRequestService,CAST_ResourceService
CAST_HYBRIS_PostHttpRequestService,CAST_PostResourceService
CAST_HYBRIS_PutHttpRequestService,CAST_ResourceService
CAST_HYBRIS_PutHttpRequestService,CAST_PutResourceService
CAST_IBMMQ_Java_QueueCall,CAST_MQE_QueueCall
CAST_IBMMQ_Java_QueueReceive,CAST_MQE_QueueReceive
CAST_IBMMQ_Python_QueueCall,CAST_MQE_QueueCall
CAST_IBMMQ_Python_QueueReceive,CAST_MQE_QueueReceive
CAST_Java_Service_CallToDelete,CAST_ResourceService
CAST_Java_Service_CallToDelete,CAST_DeleteResourceService
CAST_Java_Service_CallToGet,CAST_ResourceService
CAST_Java_Service_CallToGet,CAST_GetResourceService
CAST_Java_Service_CallToPatch2,CAST_ResourceService
CAST_Java_Service_CallToPatch2,CAST_PostResourceService
CAST_Java_Service_CallToPost,CAST_ResourceService
CAST_Java_Service_CallToPost,CAST_PostResourceService
CAST_Java_Service_CallToPut,CAST_ResourceService
CAST_Java_Service_CallToPut,CAST_PutResourceService
CAST_Java2Program_GeneralCall,CAST_CallToProgram
CAST_Java2Program_JavaCall,CAST_CallToJavaProgram
CAST_JAXRS_DeleteOperation,CAST_WebService_Operation
CAST_JAXRS_DeleteOperation,CAST_WebService_DeleteOperation
CAST_JAXRS_GetOperation,CAST_WebService_Operation
CAST_JAXRS_GetOperation,CAST_WebService_GetOperation
CAST_JAXRS_GetResourceService,CAST_ResourceService
CAST_JAXRS_GetResourceService,CAST_GetResourceService
CAST_JAXRS_PostOperation,CAST_WebService_Operation
CAST_JAXRS_PostOperation,CAST_WebService_PostOperation
CAST_JAXRS_PutOperation,CAST_WebService_Operation
CAST_JAXRS_PutOperation,CAST_WebService_PutOperation
CAST_JMS_Java_QueueCall,CAST_MQE_QueueCall
CAST_JMS_Java_QueueReceive,CAST_MQE_QueueReceive
CAST_JMS_Java_TopicCall,CAST_RabbitMQ_Exchange
CAST_JMS_Java_TopicReceive,CAST_RabbitMQ_Queue
CAST_JMS_Java_Unknown_QueueCall,CAST_MQE_QueueCall
CAST_JMS_Java_Unknown_QueueReceive,CAST_MQE_QueueReceive
CAST_JMS_Java_Unknown_TopicCall,CAST_RabbitMQ_Exchange
CAST_JMS_Java_Unknown_TopicReceive,CAST_RabbitMQ_Queue
CAST_JQuery_DeleteResourceService,CAST_ResourceService
CAST_JQuery_DeleteResourceService,CAST_DeleteResourceService
CAST_JQuery_GetResourceService,CAST_ResourceService
CAST_JQuery_GetResourceService,CAST_GetResourceService
CAST_JQuery_PostResourceService,CAST_ResourceService
CAST_JQuery_PostResourceService,CAST_PostResourceService
CAST_JQuery_PutResourceService,CAST_ResourceService
CAST_JQuery_PutResourceService,CAST_PutResourceService
CAST_Kotlin_DeleteHttpRequestService,CAST_ResourceService
CAST_Kotlin_DeleteHttpRequestService,CAST_DeleteResourceService
CAST_Kotlin_GetHttpRequestService,CAST_ResourceService
CAST_Kotlin_GetHttpRequestService,CAST_GetResourceService
CAST_Kotlin_PostHttpRequestService,CAST_ResourceService
CAST_Kotlin_PostHttpRequestService,CAST_PostResourceService
CAST_Kotlin_PutHttpRequestService,CAST_ResourceService
CAST_Kotlin_PutHttpRequestService,CAST_PutResourceService
CAST_NodeJS_AWS_Lambda_Function_ANY,CAST_WebService_Operation
CAST_NodeJS_AWS_Lambda_Function_ANY,CAST_WebService_AnyOperation
CAST_NodeJS_AWS_Lambda_Function_DELETE,CAST_WebService_Operation
CAST_NodeJS_AWS_Lambda_Function_DELETE,CAST_WebService_DeleteOperation
CAST_NodeJS_AWS_Lambda_Function_GET,CAST_WebService_Operation
CAST_NodeJS_AWS_Lambda_Function_GET,CAST_WebService_GetOperation
CAST_NodeJS_AWS_Lambda_Function_POST,CAST_WebService_Operation
CAST_NodeJS_AWS_Lambda_Function_POST,CAST_WebService_PostOperation
CAST_NodeJS_AWS_Lambda_Function_PUT,CAST_WebService_Operation
CAST_NodeJS_AWS_Lambda_Function_PUT,CAST_WebService_PutOperation
CAST_NodeJS_DeleteHttpRequestService,CAST_ResourceService
CAST_NodeJS_DeleteHttpRequestService,CAST_DeleteResourceService
CAST_NodeJS_DeleteOperation,CAST_WebService_Operation
CAST_NodeJS_DeleteOperation,CAST_WebService_DeleteOperation
CAST_NodeJS_General_Call,CAST_CallToProgram
CAST_NodeJS_GetHttpRequestService,CAST_ResourceService
CAST_NodeJS_GetHttpRequestService,CAST_GetResourceService
CAST_NodeJS_GetOperation,CAST_WebService_Operation
CAST_NodeJS_GetOperation,CAST_WebService_GetOperation
CAST_NodeJS_Java_Call,CAST_CallToJavaProgram
CAST_NodeJS_MQTT_Publisher,CAST_MQE_QueueCall
CAST_NodeJS_MQTT_Subscriber,CAST_MQE_QueueReceive
CAST_NodeJS_PostHttpRequestService,CAST_ResourceService
CAST_NodeJS_PostHttpRequestService,CAST_PostResourceService
CAST_NodeJS_PostOperation,CAST_WebService_Operation
CAST_NodeJS_PostOperation,CAST_WebService_PostOperation
CAST_NodeJS_PutHttpRequestService,CAST_ResourceService
CAST_NodeJS_PutHttpRequestService,CAST_PutResourceService
CAST_NodeJS_PutOperation,CAST_WebService_Operation
CAST_NodeJS_PutOperation,CAST_WebService_PutOperation
CAST_NodeJS_Restify_ANY,CAST_WebService_Operation
CAST_NodeJS_Restify_ANY,CAST_WebService_AnyOperation
CAST_NodeJS_Restify_DELETE,CAST_WebService_Operation
CAST_NodeJS_Restify_DELETE,CAST_WebService_DeleteOperation
CAST_NodeJS_Restify_GET,CAST_WebService_Operation
CAST_NodeJS_Restify_GET,CAST_WebService_GetOperation
CAST_NodeJS_Restify_POST,CAST_WebService_Operation
CAST_NodeJS_Restify_POST,CAST_WebService_PostOperation
CAST_NodeJS_Restify_PUT,CAST_WebService_Operation
CAST_NodeJS_Restify_PUT,CAST_WebService_PutOperation
CAST_NodeJS_Seneca_Act,CAST_MQE_QueueCall
CAST_NodeJS_Seneca_Add,CAST_MQE_QueueReceive
CAST_NodeJS_UseOperation,CAST_WebService_Operation
CAST_NodeJS_UseOperation,CAST_WebService_AnyOperation
CAST_ObjectiveC_DeleteResourceService,CAST_ResourceService
CAST_ObjectiveC_DeleteResourceService,CAST_DeleteResourceService
CAST_ObjectiveC_GetResourceService,CAST_ResourceService
CAST_ObjectiveC_GetResourceService,CAST_GetResourceService
CAST_ObjectiveC_PostResourceService,CAST_ResourceService
CAST_ObjectiveC_PostResourceService,CAST_PostResourceService
CAST_ObjectiveC_PutResourceService,CAST_ResourceService
CAST_ObjectiveC_PutResourceService,CAST_PutResourceService
CAST_Python_Aiohttp_DeleteOperation,CAST_WebService_Operation
CAST_Python_Aiohttp_DeleteOperation,CAST_WebService_DeleteOperation
CAST_Python_Aiohttp_GetOperation,CAST_WebService_Operation
CAST_Python_Aiohttp_GetOperation,CAST_WebService_GetOperation
CAST_Python_Aiohttp_PostOperation,CAST_WebService_Operation
CAST_Python_Aiohttp_PostOperation,CAST_WebService_PostOperation
CAST_Python_Aiohttp_PutOperation,CAST_WebService_Operation
CAST_Python_Aiohttp_PutOperation,CAST_WebService_PutOperation
CAST_Python_DeleteAiohttpService,CAST_ResourceService
CAST_Python_DeleteAiohttpService,CAST_DeleteResourceService
CAST_Python_DeleteHttplib2Service,CAST_ResourceService
CAST_Python_DeleteHttplib2Service,CAST_DeleteResourceService
CAST_Python_DeleteHttplibService,CAST_ResourceService
CAST_Python_DeleteHttplibService,CAST_DeleteResourceService
CAST_Python_DeleteRequestsService,CAST_ResourceService
CAST_Python_DeleteRequestsService,CAST_DeleteResourceService
CAST_Python_DeleteUrllibService,CAST_ResourceService
CAST_Python_DeleteUrllibService,CAST_DeleteResourceService
CAST_Python_Flask_DeleteOperation,CAST_WebService_Operation
CAST_Python_Flask_DeleteOperation,CAST_WebService_DeleteOperation
CAST_Python_Flask_GetOperation,CAST_WebService_Operation
CAST_Python_Flask_GetOperation,CAST_WebService_GetOperation
CAST_Python_Flask_PostOperation,CAST_WebService_Operation
CAST_Python_Flask_PostOperation,CAST_WebService_PostOperation
CAST_Python_Flask_PutOperation,CAST_WebService_Operation
CAST_Python_Flask_PutOperation,CAST_WebService_PutOperation
CAST_Python_GeneralCall,CAST_CallToProgram
CAST_Python_GetAiohttpService,CAST_ResourceService
CAST_Python_GetAiohttpService,CAST_GetResourceService
CAST_Python_GetHttplib2Service,CAST_ResourceService
CAST_Python_GetHttplib2Service,CAST_GetResourceService
CAST_Python_GetHttplibService,CAST_ResourceService
CAST_Python_GetHttplibService,CAST_GetResourceService
CAST_Python_GetRequestsService,CAST_ResourceService
CAST_Python_GetRequestsService,CAST_GetResourceService
CAST_Python_GetUrllib2Service,CAST_ResourceService
CAST_Python_GetUrllib2Service,CAST_GetResourceService
CAST_Python_GetUrllibService,CAST_ResourceService
CAST_Python_GetUrllibService,CAST_GetResourceService
CAST_Python_JavaCall,CAST_CallToJavaProgram
CAST_Python_PostAiohttpService,CAST_ResourceService
CAST_Python_PostAiohttpService,CAST_PostResourceService
CAST_Python_PostHttplib2Service,CAST_ResourceService
CAST_Python_PostHttplib2Service,CAST_PostResourceService
CAST_Python_PostHttplibService,CAST_ResourceService
CAST_Python_PostHttplibService,CAST_PostResourceService
CAST_Python_PostRequestsService,CAST_ResourceService
CAST_Python_PostRequestsService,CAST_PostResourceService
CAST_Python_PostUrllib2Service,CAST_ResourceService
CAST_Python_PostUrllib2Service,CAST_PostResourceService
CAST_Python_PostUrllibService,CAST_ResourceService
CAST_Python_PostUrllibService,CAST_PostResourceService
CAST_Python_PutAiohttpService,CAST_ResourceService
CAST_Python_PutAiohttpService,CAST_PutResourceService
CAST_Python_PutHttplib2Service,CAST_ResourceService
CAST_Python_PutHttplib2Service,CAST_PutResourceService
CAST_Python_PutHttplibService,CAST_ResourceService
CAST_Python_PutHttplibService,CAST_PutResourceService
CAST_Python_PutRequestsService,CAST_ResourceService
CAST_Python_PutRequestsService,CAST_PutResourceService
CAST_Python_PutUrllibService,CAST_ResourceService
CAST_Python_PutUrllibService,CAST_PutResourceService
CAST_RabbitMQ_Java_Exchange,CAST_RabbitMQ_Exchange
CAST_RabbitMQ_Java_Queue,CAST_RabbitMQ_Queue
CAST_RabbitMQ_Python_Exchange,CAST_RabbitMQ_Exchange
CAST_RabbitMQ_Python_Queue,CAST_RabbitMQ_Queue
CAST_RabbitMQ_Python_QueueCall,CAST_MQE_QueueCall
CAST_RabbitMQ_Python_QueueReceive,CAST_MQE_QueueReceive
CAST_SAPUI5_ABAP_DeleteOperation,CAST_WebService_Operation
CAST_SAPUI5_ABAP_DeleteOperation,CAST_WebService_DeleteOperation
CAST_SAPUI5_ABAP_GetOperation,CAST_WebService_Operation
CAST_SAPUI5_ABAP_GetOperation,CAST_WebService_GetOperation
CAST_SAPUI5_ABAP_PostOperation,CAST_WebService_Operation
CAST_SAPUI5_ABAP_PostOperation,CAST_WebService_PostOperation
CAST_SAPUI5_ABAP_PutOperation,CAST_WebService_Operation
CAST_SAPUI5_ABAP_PutOperation,CAST_WebService_PutOperation
CAST_Servlet_AnyOperation,CAST_WebService_Operation
CAST_Servlet_AnyOperation,CAST_WebService_AnyOperation
CAST_Servlet_DeleteOperation,CAST_WebService_Operation
CAST_Servlet_DeleteOperation,CAST_WebService_DeleteOperation
CAST_Servlet_GetOperation,CAST_WebService_Operation
CAST_Servlet_GetOperation,CAST_WebService_GetOperation
CAST_Servlet_PostOperation,CAST_WebService_Operation
CAST_Servlet_PostOperation,CAST_WebService_PostOperation
CAST_Servlet_PutOperation,CAST_WebService_Operation
CAST_Servlet_PutOperation,CAST_WebService_PutOperation
CAST_SpringMVC_AnyOperation,CAST_WebService_Operation
CAST_SpringMVC_AnyOperation,CAST_WebService_AnyOperation
CAST_SpringMVC_DeleteOperation,CAST_WebService_Operation
CAST_SpringMVC_DeleteOperation,CAST_WebService_DeleteOperation
CAST_SpringMVC_GetOperation,CAST_WebService_Operation
CAST_SpringMVC_GetOperation,CAST_WebService_GetOperation
CAST_SpringMVC_PostOperation,CAST_WebService_Operation
CAST_SpringMVC_PostOperation,CAST_WebService_PostOperation
CAST_SpringMVC_PutOperation,CAST_WebService_Operation
CAST_SpringMVC_PutOperation,CAST_WebService_PutOperation
CAST_Struts_GetOperation,CAST_WebService_Operation
CAST_Struts_GetOperation,CAST_WebService_GetOperation
CAST_Struts_Operation,CAST_WebService_Operation
CAST_Struts_Operation,CAST_WebService_AnyOperation
CAST_Struts_PostOperation,CAST_WebService_Operation
CAST_Struts_PostOperation,CAST_WebService_PostOperation
CAST_Swift_DeleteHttpService,CAST_ResourceService
CAST_Swift_DeleteHttpService,CAST_DeleteResourceService
CAST_Swift_GetHttpService,CAST_ResourceService
CAST_Swift_GetHttpService,CAST_GetResourceService
CAST_Swift_PostHttpService,CAST_ResourceService
CAST_Swift_PostHttpService,CAST_PostResourceService
CAST_Swift_PutHttpService,CAST_ResourceService
CAST_Swift_PutHttpService,CAST_PutResourceService
CAST_Thymeleaf_DeleteResourceService,CAST_ResourceService
CAST_Thymeleaf_DeleteResourceService,CAST_DeleteResourceService
CAST_Thymeleaf_GetResourceService,CAST_ResourceService
CAST_Thymeleaf_GetResourceService,CAST_GetResourceService
CAST_Thymeleaf_PostResourceService,CAST_ResourceService
CAST_Thymeleaf_PostResourceService,CAST_PostResourceService
CAST_Thymeleaf_PutResourceService,CAST_ResourceService
CAST_Thymeleaf_PutResourceService,CAST_PutResourceService
CAST_TS_DeleteHttpRequestService,CAST_ResourceService
CAST_TS_DeleteHttpRequestService,CAST_DeleteResourceService
CAST_TS_DeleteNgHttpService,CAST_ResourceService
CAST_TS_DeleteNgHttpService,CAST_DeleteResourceService
CAST_TS_GetHttpRequestService,CAST_ResourceService
CAST_TS_GetHttpRequestService,CAST_GetResourceService
CAST_TS_GetNgHttpService,CAST_ResourceService
CAST_TS_GetNgHttpService,CAST_GetResourceService
CAST_TS_PostHttpRequestService,CAST_ResourceService
CAST_TS_PostHttpRequestService,CAST_PostResourceService
CAST_TS_PostNgHttpService,CAST_ResourceService
CAST_TS_PostNgHttpService,CAST_PostResourceService
CAST_TS_PutHttpRequestService,CAST_ResourceService
CAST_TS_PutHttpRequestService,CAST_PutResourceService
CAST_TS_PutNgHttpService,CAST_ResourceService
CAST_TS_PutNgHttpService,CAST_PutResourceService
CAST_VueJS_Delete_Request_Service,CAST_ResourceService
CAST_VueJS_Delete_Request_Service,CAST_DeleteResourceService
CAST_VueJS_Get_Request_Service,CAST_ResourceService
CAST_VueJS_Get_Request_Service,CAST_GetResourceService
CAST_VueJS_Post_Request_Service,CAST_ResourceService
CAST_VueJS_Post_Request_Service,CAST_PostResourceService
CAST_VueJS_Put_Request_Service,CAST_ResourceService
CAST_VueJS_Put_Request_Service,CAST_PutResourceService
SHELLGeneralCall,CAST_CallToProgram
SHELLJavaCall,CAST_CallToJavaProgram
WCF_OperationContract,CAST_WebService_Operation
WCF_OperationContract,CAST_WebService_AnyOperation
WCF_OperationMethodDelete,CAST_WebService_Operation
WCF_OperationMethodDelete,CAST_WebService_DeleteOperation
WCF_OperationMethodGet,CAST_WebService_Operation
WCF_OperationMethodGet,CAST_WebService_GetOperation
WCF_OperationMethodPost,CAST_WebService_Operation
WCF_OperationMethodPost,CAST_WebService_PostOperation
WCF_OperationMethodPut,CAST_WebService_Operation
WCF_OperationMethodPut,CAST_WebService_PutOperation
WCF_PostResourceService,CAST_ResourceService
WCF_PostResourceService,CAST_PostResourceService
